lat,lng,country
44.8894,11.4154,Italy
40.1167,18.3,Italy
40.75,17.3167,Italy
45.6167,8.95,Italy
45.615,9.0839,Italy
43.8,11.3,Italy
40.2833,18.0833,Italy
45.6,8.6333,Italy
40.9333,14.25,Italy
41.7333,12.9167,Italy
40.9015,9.1044,Italy
45.7456,11.6553,Italy
40.4333,18.05,Italy
42.3106,12.0792,Italy
39.4578,8.7424,Italy
41.0333,14.4833,Italy
43.8439,7.8509,Italy
43.1,11.7833,Italy
39.1333,16.0667,Italy
45.6053,9.3033,Italy
40.7667,14.8,Italy
45.7569,8.56,Italy
45.1833,7.65,Italy
40.3333,17.9667,Italy
41.8833,16.1667,Italy
45.524,10.0797,Italy
40.3333,18.1,Italy
42.2167,12.7333,Italy
45.8231,13.335,Italy
45.8,9.4333,Italy
45.3833,9.2167,Italy
45.5478,8.8867,Italy
45.5167,9.3667,Italy
41.3,16.0667,Italy
40.5667,17.2,Italy
45.6333,11.55,Italy
45.137,12.0817,Italy
40.7833,14.7,Italy
45.0591,9.4342,Italy
41.0801,9.388,Italy
44.85,10.7333,Italy
40.6,17.2333,Italy
38.2167,15.6333,Italy
45.7317,9.7283,Italy
37.75,14.4,Italy
41.7117,15.635,Italy
41.6833,12.7,Italy
45.515,10.3175,Italy
40.4833,18.05,Italy
37.1833,15.1167,Italy
41.0667,14.6333,Italy
44.7167,11.15,Italy
42.5333,12.0333,Italy
43.65,11.0833,Italy
45.7833,13,Italy
41.7333,12.8333,Italy
45.6,9.1667,Italy
41.05,15.8,Italy
43.9667,12.7,Italy
43.7,10.75,Italy
45.65,10.2,Italy
38.15,14.7333,Italy
44.1833,12.1333,Italy
37.2167,14.6333,Italy
38.1333,14.9667,Italy
40.9167,15.6667,Italy
39.2529,9.1762,Italy
43.3439,11.9189,Italy
44.5639,11.2719,Italy
44.6333,10.4667,Italy
45.2389,9.4097,Italy
42.0667,12.7667,Italy
41.7846,15.4436,Italy
44.3979,8.2778,Italy
45.4333,10.7667,Italy
41.4626,13.6676,Italy
45.3833,12.0667,Italy
44.36,8.5766,Italy
45.6508,9.6528,Italy
45.6,13.7667,Italy
45.3667,10.1333,Italy
37.65,14.4,Italy
45.6557,11.8594,Italy
38.0923,13.4639,Italy
42.0833,12.4,Italy
43.7,10.6833,Italy
45.6983,9.3117,Italy
45.5988,12.3243,Italy
43.0667,10.6167,Italy
45.45,11.8833,Italy
40.6333,14.4111,Italy
45.6867,12.3815,Italy
44,10.2333,Italy
37.3667,14.2,Italy
45.3654,10.4323,Italy
44.8167,10.1833,Italy
45.5833,12.05,Italy
45.5333,12.1167,Italy
40.9667,14.5333,Italy
45.4581,10.4146,Italy
45.55,11.2833,Italy
43.2332,13.6322,Italy
45.7333,12.6833,Italy
38.4673,14.9554,Italy
45.6862,11.7042,Italy
